SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj492.2630.9383	2.7	1.256653062154849	10	37	6	1	6.0
ssj359.2072.7332	1.8333333333333333	1.0944628872607622	3	8	1	1	1.0
ssj573.2953.10490	1.6666666666666667	0.9343602551820915	3	8	1	1	1.0
ssj440.2415.8487	1.0	0.0	2	3	1	1	1.0
ssj24.120.505	3.5833333333333335	1.5551867741624108	5	33	5	4	1.25
ssj45.271.1081	2.9	1.0595368840322512	5	19	1	1	1.0
ssj503.2668.9535	2.5428571428571427	2.0433333589011657	7	39	4	3	1.3333333333333333
ssj205.1378.4995	1.4	1.2729656758128876	3	7	1	1	1.0
ssj504.2675.9555	2.9545454545454546	1.7046297350358368	5	27	2	2	1.0
ssj434.2396.8411	3.1739130434782608	1.1059290633052785	6	29	4	3	1.3333333333333333
1414.sl.132236	1.75	0.48010498290449527	3	6	1	1	1.0
ssj47.313.1269	2.8125	1.1569395498064023	6	18	1	1	1.0
ssj27.148.599	2.7142857142857144	0.025573755583470595	3	10	2	2	1.0
ssj84.549.2090	2.2666666666666666	0.5357147770371538	6	18	1	1	1.0
ssj193.1267.4582	2.0	0.0	3	6	1	1	1.0
ssj134.879.3371	3.142857142857143	1.0702760951186543	6	25	3	1	3.0
ssj75.475.1779	2.4	1.1717035437571504	3	12	1	1	1.0
ssj590.3029.10730	2.4	1.0805427653601731	4	13	2	1	2.0
ssj126.810.3053	2.6470588235294117	1.3390372609280319	6	20	2	2	1.0
ssj309.1857.6574	2.7037037037037037	1.8957491827521025	6	33	3	1	3.0
ssj427.2375.8351	3.0392156862745097	1.7501930667812695	9	60	1	1	1.0
747.sl.131565	2.933333333333333	1.4291782142320768	4	19	3	1	3.0
ssj27.149.619	2.5	0.326162593019845	5	16	2	2	1.0
ssj80.520.1966	3.3157894736842106	1.078242698575178	6	31	1	1	1.0
ssj605.3111.11033	2.111111111111111	0.6979714771178611	4	11	1	1	1.0
ssj141.903.3461	3.2941176470588234	1.6107626864690656	6	22	4	1	4.0
ssj12.46.210	2.6206896551724137	1.6931654792210367	5	33	5	3	1.6666666666666667
ssj246.1596.5786	2.375	1.2144441041932315	5	19	2	1	2.0
ssj124.787.2977	3.3529411764705883	1.4057163846489593	5	21	2	2	1.0
ssj302.1840.6507	3.9473684210526314	2.111846200580925	8	41	3	2	1.5
1671.sl.132497	1.8	1.3682248378119541	4	13	2	1	2.0
ssj226.1475.5376	2.6470588235294117	0.44315752631400435	6	19	3	2	1.5
670.sl.131488	2.0	0.34657359027997275	5	11	1	1	1.0
ssj81.527.1990	2.5	1.554530479430497	5	17	2	1	2.0
ssj300.1820.6445	2.6923076923076925	1.5345292995968915	6	17	1	1	1.0
ssj172.1182.4318	3.5217391304347827	1.753978048169368	5	27	2	2	1.0
ssj451.2488.8735	2.0	1.0551066001732947	4	13	2	2	1.0
ssj437.2403.8434	2.0	1.0074515102711326	3	8	1	1	1.0
ssj242.1585.5745	2.4210526315789473	1.6866293609286753	6	22	2	1	2.0
ssj557.2904.10288	3.347826086956522	1.9271830100046154	6	29	5	1	5.0
ssj122.781.2968	2.861111111111111	1.4336966000144746	7	44	7	4	1.75
919.sl.131738	2.409090909090909	1.5621515010993794	6	25	3	2	1.5
ssj186.1231.4472	1.8461538461538463	1.4740891620614096	5	15	1	1	1.0
ssj491.2628.9365	2.5	0.23500181462286784	5	15	1	1	1.0
ssj301.1838.6491	2.111111111111111	1.796583765785971	5	21	3	2	1.5
ssj488.2615.9311	2.533333333333333	0.9737952862609843	5	18	1	1	1.0
ssj124.787.2978	2.92	1.3425732523709604	6	29	3	2	1.5
ssj407.2268.8008	3.8125	1.0209642937140173	5	25	4	3	1.3333333333333333
ssj596.3066.10855	2.7333333333333334	1.734797596068898	5	19	3	1	3.0
ssj46.295.1194	2.4	0.0707497811368496	3	8	1	1	1.0
ssj82.538.2046	3.125	0.9400072584914712	5	19	1	1	1.0
ssj375.2154.7646	2.111111111111111	1.5938512117318888	6	21	3	2	1.5
ssj284.1745.6206	3.6363636363636362	1.1069110914828049	4	16	3	1	3.0
ssj610.3161.11239	3.0	1.382810026461844	5	14	2	1	2.0
ssj3.14.47	3.107142857142857	0.8789722368881948	7	35	4	2	2.0
ssj144.1002.3778	2.142857142857143	0.21081502248076	4	10	2	2	1.0
ssj75.471.1766	2.0	1.0986122886681098	4	10	2	1	2.0
ssj406.2263.7979	2.0	1.2101840643252146	4	10	1	1	1.0
ssj613.3175.11276	2.1333333333333333	1.1456455431876433	6	18	2	1	2.0
2019.sl.132845	2.0	0.8958797346140274	7	15	2	1	2.0
ssj489.2626.9360	2.9444444444444446	0.365265723292125	8	21	2	1	2.0
ssj156.1062.3964	2.6666666666666665	1.3461509220670356	6	25	3	1	3.0
ssj142.961.3664	2.292682926829268	1.5763694621205129	13	48	5	2	2.5
ssj75.475.1782	1.8	1.3682248378119541	4	12	1	1	1.0
ssj114.713.2675	2.9705882352941178	1.2237264144170374	7	39	4	2	2.0
1362.sl.132184	2.5555555555555554	1.7893909190859205	5	23	2	1	2.0
ssj543.2856.10149	2.823529411764706	1.2744987397904606	5	22	4	1	4.0
ssj570.2943.10450	2.347826086956522	1.7539780481693679	5	27	5	3	1.6666666666666667
ssj300.1820.6447	4.222222222222222	1.156116843054939	8	52	5	1	5.0
ssj366.2095.7431	2.8666666666666667	1.4521677324567754	6	18	1	1	1.0
1879.sl.132705	2.1904761904761907	1.711097334623696	6	24	3	2	1.5
ssj370.2112.7506	2.466666666666667	1.0004635333431455	5	18	3	2	1.5
ssj61.384.1528	4.538461538461538	0.2301134077134144	6	17	3	1	3.0
ssj320.1903.6792	2.586206896551724	0.7334556314434005	8	32	4	2	2.0
ssj616.3184.11327	2.1818181818181817	1.1119362594095554	4	14	3	2	1.5
ssj506.2681.9564	1.8571428571428572	1.2497956007354607	6	17	2	1	2.0
1877.sl.132703	3.0714285714285716	1.4398392036233256	4	16	1	1	1.0
ssj75.472.1769	2.2857142857142856	1.2975690478402115	5	17	2	1	2.0
ssj570.2944.10454	2.3846153846153846	1.1065840122671042	5	17	3	1	3.0
ssj91.606.2282	2.2	0.9121413304668073	4	13	2	1	2.0
ssj25.124.516	4.0588235294117645	0.36228710176703754	6	20	2	2	1.0
ssj532.2798.9969	4.44	0.6680896803240218	6	30	2	1	2.0
ssj449.2464.8619	2.0	1.0551066001732947	5	14	2	2	1.0
ssj161.1095.4069	4.424242424242424	2.0243349827994646	6	41	4	1	4.0
ssj191.1247.4532	2.8125	1.1569395498064023	5	23	2	2	1.0
ssj135.881.3380	2.7037037037037037	1.3464430384180477	7	32	6	3	2.0
ssj12.45.202	2.3666666666666667	1.532263376011863	10	36	3	1	3.0
541.sl.131358	3.3684210526315788	1.0624943416070391	5	22	3	3	1.0
ssj116.726.2730	3.074074074074074	1.6235269798780054	5	31	5	3	1.6666666666666667
ssj126.802.3033	2.8	1.0946282038435213	3	13	2	1	2.0
ssj426.2372.8343	2.6818181818181817	1.5319813106594111	6	25	3	2	1.5
ssj606.3112.11037	3.28	1.572887036535071	6	31	5	2	2.5
226.sl.131042	2.5	1.4774551395168678	4	14	1	1	1.0
ssj88.586.2208	2.1818181818181817	0.9680952231836651	4	15	2	2	1.0
ssj226.1495.5438	2.3125	1.4438449053294748	5	21	2	1	2.0
ssj194.1304.4716	3.4166666666666665	1.2962625867084612	5	14	1	1	1.0
ssj47.320.1311	2.7142857142857144	1.496687463278241	7	29	5	1	5.0
ssj556.2901.10273	3.4705882352941178	1.3235751186756275	4	20	2	2	1.0
ssj112.706.2658	2.7857142857142856	0.2950243482932416	5	18	3	2	1.5
ssj455.2506.8836	2.0	0.3465735902799726	3	5	1	1	1.0
ssj46.295.1192	2.0	0.752038698388137	3	11	2	2	1.0
ssj221.1453.5272	2.076923076923077	1.7028797166849987	8	30	5	2	2.5
ssj111.700.2638	1.75	1.453060057432152	4	10	1	1	1.0
ssj280.1737.6162	2.8	0.81482030987581	4	9	1	1	1.0
ssj223.1465.5330	2.7	0.8511879540466848	3	13	2	2	1.0
ssj95.624.2384	2.0	0.0	3	6	1	1	1.0
ssj12.47.212	2.2	0.9121413304668073	5	16	1	1	1.0
ssj86.571.2173	3.3617021276595747	1.2619325138721758	8	56	3	2	1.5
ssj193.1295.4681	3.7777777777777777	1.683797039632715	6	24	3	1	3.0
ssj81.532.2013	1.5	1.2951335827229133	3	8	1	1	1.0
ssj144.1002.3779	1.5	0.2876820724517809	3	5	1	1	1.0
1748.sl.132574	3.3043478260869565	0.37250798360739334	6	29	3	1	3.0
ssj614.3178.11295	1.5	0.05889151782819164	2	5	1	1	1.0
ssj27.147.594	2.2	0.8209805520698301	3	9	1	1	1.0
517.sl.131334	2.3	1.4696759700589417	5	23	2	1	2.0
ssj610.3159.11229	2.55	2.059638914383656	6	24	2	1	2.0
ssj42.255.1018	n/a	n/a	2	3	1	1	1.0
ssj131.826.3125	1.0	0.34657359027997275	2	3	1	1	1.0
ssj22.110.472	1.75	1.1732521634644406	4	10	1	1	1.0
ssj78.514.1941	1.9	1.058744804658683	4	12	2	2	1.0
ssj578.2965.10517	2.1	1.3823102762953023	4	15	3	2	1.5
ssj198.1324.4789	2.4444444444444446	0.20479441264601314	5	12	2	1	2.0
ssj606.3120.11076	3.8484848484848486	1.0937214363010743	6	42	4	4	1.0
ssj45.275.1105	2.8	1.7877753844034665	7	39	4	2	2.0
ssj118.747.2814	3.3636363636363638	0.6790721771132766	3	14	2	2	1.0
ssj193.1266.4579	1.8333333333333333	1.0944628872607622	3	8	1	1	1.0
ssj129.817.3073	1.8	0.7662384356489861	3	8	2	1	2.0
ssj177.1193.4344	3.871794871794872	1.9502821219627655	6	45	3	1	3.0
ssj546.2865.10180	n/a	n/a	2	3	1	1	1.0
ssj182.1220.4438	1.5	0.8369882167858357	3	6	1	1	1.0
ssj193.1302.4708	2.0	0.6608779199911599	3	8	1	1	1.0
1407.sl.132229	2.6875	1.7172116324737388	5	20	2	1	2.0
1982.sl.132808	2.5384615384615383	1.3238715492534816	4	16	2	1	2.0
ssj164.1123.4146	3.142857142857143	1.6722624972816222	4	34	3	3	1.0
ssj402.2248.7936	2.9583333333333335	1.6030131571487127	6	30	4	2	2.0
ssj206.1384.5018	2.789473684210526	1.1395137357574843	6	25	2	1	2.0
ssj75.471.1768	1.0	0.0	2	4	1	1	1.0
ssj156.1063.3969	2.75	1.382144959712543	5	25	5	4	1.25
ssj383.2186.7764	2.176470588235294	1.332049284000045	7	20	2	1	2.0
ssj301.1827.6471	5.461538461538462	1.4535789682926739	6	50	2	1	2.0
ssj331.1973.7011	2.090909090909091	0.8079222835483788	6	15	3	1	3.0
ssj69.433.1652	2.869565217391304	1.9587724608153814	7	31	2	1	2.0
ssj177.1193.4340	2.933333333333333	0.2778856677350541	6	18	1	1	1.0
ssj132.840.3220	2.5	1.68018769357095	5	23	2	1	2.0
ssj451.2484.8716	2.0	0.9729550745276567	3	10	2	1	2.0
ssj449.2461.8604	4.7272727272727275	0.19490533495018322	4	19	1	1	1.0
1063.sl.131882	2.0	1.5622825726984797	5	15	1	1	1.0
ssj268.1699.6058	1.8	0.7662384356489861	4	7	1	1	1.0
ssj142.915.3498	3.1481481481481484	2.068851150480752	8	34	3	1	3.0
770.sl.131588	2.45	1.1510842565544148	6	24	2	2	1.0
ssj457.2513.8904	5.454545454545454	0.19564552753540052	6	31	1	1	1.0
ssj309.1860.6594	3.75	0.07930251508831938	5	16	1	1	1.0
ssj456.2510.8887	3.8125	2.3890748327484705	7	57	7	3	2.3333333333333335
ssj198.1324.4778	2.7857142857142856	1.190904082907269	4	18	3	1	3.0
ssj142.920.3520	2.375	1.0706030679673408	6	20	3	1	3.0
1617.sl.132442	2.4210526315789473	1.281164252820511	6	22	3	2	1.5
ssj350.2042.7220	5.5	1.2653375341217905	6	27	3	2	1.5
ssj469.2543.9026	2.32	1.572589682972932	7	30	4	2	2.0
ssj154.1052.3941	1.75	0.9382503488415728	3	6	1	1	1.0
ssj517.2735.9764	2.2	1.5385228147144914	5	18	4	2	2.0
ssj607.3142.11162	4.571428571428571	1.101047753785408	6	25	3	1	3.0
ssj27.145.586	3.4166666666666665	0.013787907977692701	5	17	2	1	2.0
ssj6.34.136	n/a	n/a	2	2	1	1	1.0
ssj300.1823.6454	2.7241379310344827	1.8804435289118748	7	34	2	1	2.0
ssj81.529.2002	2.0	1.3195286648076292	3	11	2	1	2.0
ssj201.1342.4847	1.6153846153846154	1.3522077428029369	7	16	2	1	2.0
ssj179.1212.4423	2.763157894736842	1.6071378456491054	8	42	5	3	1.6666666666666667
ssj191.1251.4542	1.6363636363636365	1.6023508859154185	5	16	1	1	1.0
ssj579.2981.10571	2.272727272727273	1.1826860405464052	4	14	2	1	2.0
ssj1.1.5	2.5	0.5815754049028404	2	6	1	1	1.0
ssj45.271.1084	2.4583333333333335	1.7881555902843087	7	28	3	1	3.0
ssj584.3000.10633	1.75	0.48010498290449527	4	7	2	1	2.0
ssj94.620.2357	2.25	0.11778303565638346	3	7	2	1	2.0
ssj445.2430.8526	2.3	1.4696759700589417	7	24	2	1	2.0
ssj228.1513.5499	2.8333333333333335	1.949253230799079	5	41	4	2	2.0
ssj63.390.1541	3.111111111111111	1.114924902326148	3	13	1	1	1.0
ssj184.1227.4455	2.4642857142857144	0.7642002606655466	8	33	5	3	1.6666666666666667
ssj153.1039.3907	3.9696969696969697	1.174282975215619	6	39	4	2	2.0
ssj56.353.1425	2.3076923076923075	0.9955327988642046	6	15	1	1	1.0
ssj85.560.2132	2.1	1.1025023823275908	4	12	2	2	1.0
ssj369.2109.7492	3.066666666666667	0.9265810857241653	6	20	3	1	3.0
ssj289.1771.6297	n/a	n/a	2	3	1	1	1.0
ssj467.2538.9017	2.310344827586207	1.8192062001164018	7	31	1	1	1.0
ssj470.2552.9084	3.4285714285714284	0.087384983514997	6	21	3	2	1.5
1076.sl.131895	2.4	1.5953524739507523	7	24	3	1	3.0
ssj470.2552.9085	2.0588235294117645	1.4991909108119608	6	21	2	1	2.0
ssj607.3140.11149	2.857142857142857	1.165586274922979	5	26	4	2	2.0
ssj178.1202.4387	3.3157894736842106	1.690130414386236	4	24	1	1	1.0
ssj172.1174.4282	2.8333333333333335	1.7900263652398116	4	28	2	2	1.0
862.sl.131680	1.8	1.2566530621548493	5	13	2	1	2.0
ssj221.1459.5293	2.4166666666666665	1.6025174695895268	5	15	3	1	3.0
ssj310.1869.6630	1.7777777777777777	1.2163953243244932	5	13	1	1	1.0
ssj193.1296.4685	2.0	0.1438410362258906	3	5	1	1	1.0
ssj193.1282.4636	2.0	0.5493061443340547	2	5	1	1	1.0
ssj577.2957.10497	3.32	0.9587792738397583	7	30	3	1	3.0
ssj126.801.3029	2.0	1.5622825726984797	5	16	3	3	1.0
ssj491.2629.9373	5.133333333333334	1.1634557587477135	5	37	1	1	1.0
1589.sl.132414	1.6666666666666667	1.078201291407982	3	8	1	1	1.0
ssj606.3116.11061	2.125	1.6722433295834285	5	18	1	1	1.0
ssj513.2719.9707	2.2666666666666666	1.5086698515648103	5	19	3	1	3.0
ssj126.803.3035	2.111111111111111	0.9007040311719434	4	12	1	1	1.0
ssj242.1584.5730	2.911764705882353	1.845713483286675	7	40	6	4	1.5
ssj71.444.1698	2.411764705882353	0.5362479493800165	6	22	4	2	2.0
ssj513.2714.9676	2.375	1.0706030679673408	6	19	2	2	1.0
ssj118.747.2810	1.8	0.9100794718748765	3	7	2	1	2.0
59.sl.130873	2.5454545454545454	1.3043591698622699	4	18	4	2	2.0
1233.sl.132052	1.8	1.2566530621548493	4	14	4	2	2.0
1847.sl.132673	2.142857142857143	0.5573886127607325	5	16	1	1	1.0
ssj342.1998.7093	3.3181818181818183	1.2419839735031102	7	25	3	1	3.0
ssj226.1473.5365	2.5	0.5815754049028404	4	14	2	1	2.0
ssj559.2909.10305	2.76	2.2036451451391423	7	31	3	2	1.5
ssj133.870.3340	2.25	1.1246702892376166	6	19	3	2	1.5
1088.sl.131907	5.315789473684211	1.2737574414916215	6	23	2	1	2.0
ssj88.582.2199	5.023809523809524	1.971639896191559	9	58	4	1	4.0
ssj3.8.26	2.5	1.7124569541397356	5	27	3	2	1.5
ssj618.3189.11356	3.0	0.6645679736399711	12	39	4	1	4.0
ssj259.1655.5948	9.277777777777779	0.4358625852925355	5	61	1	1	1.0
ssj98.629.2429	2.75	1.0355713694325706	4	15	2	1	2.0
1647.sl.132472	1.8	1.5364609561225604	4	12	1	1	1.0
ssj20.91.373	2.1538461538461537	1.064525670351156	5	16	2	1	2.0
ssj27.151.630	1.6666666666666667	1.2809338454620642	5	13	1	1	1.0
ssj328.1965.6993	2.142857142857143	0.21081502248076	4	10	1	1	1.0
ssj116.740.2790	2.0	0.8958797346140274	5	12	2	1	2.0
ssj118.753.2839	2.4	0.275823809143123	3	10	3	2	1.5
ssj177.1196.4350	3.4545454545454546	1.4044426284192524	5	25	3	2	1.5
ssj111.702.2643	3.0	1.3274028432916989	4	19	2	1	2.0
ssj118.747.2813	1.0	0.34657359027997275	2	3	1	1	1.0
ssj118.754.2846	3.3333333333333335	0.7316277011280093	3	15	2	2	1.0
1909.sl.132735	1.5	1.0397207708399179	4	8	1	1	1.0
ssj607.3141.11151	1.8	1.5364609561225604	4	13	3	2	1.5
ssj59.361.1456	2.2666666666666666	1.0850209213712088	5	19	3	2	1.5
963.sl.131782	1.8	0.7662384356489861	3	7	1	1	1.0
ssj228.1519.5512	2.8	0.81482030987581	5	9	1	1	1.0
ssj449.2460.8599	1.4	1.1613939001557827	3	7	1	1	1.0
ssj82.544.2074	2.4444444444444446	0.8979415932059585	4	13	2	1	2.0
1350.sl.132171	1.9090909090909092	0.5523204714741328	6	14	1	1	1.0
ssj348.2029.7187	1.3333333333333333	0.6081976621622466	3	5	1	1	1.0
ssj152.1038.3894	2.0	1.354025100551105	4	14	1	1	1.0
102.sl.130918	2.25	1.4712438795175893	5	18	2	2	1.0
ssj142.921.3521	3.507042253521127	2.2305920196483706	11	81	8	3	2.6666666666666665
ssj456.2509.8867	2.8947368421052633	1.5606178300142126	4	23	2	1	2.0
ssj594.3043.10787	2.1666666666666665	1.4767149469316507	5	21	2	2	1.0
1563.sl.132388	2.375	1.6199092123013958	6	21	2	2	1.0
ssj101.648.2480	3.24	1.9060840722130825	5	31	1	1	1.0
ssj131.826.3147	3.3636363636363638	0.958880071080988	4	15	2	1	2.0
ssj293.1784.6335	1.9090909090909092	1.357039427691183	4	13	1	1	1.0
ssj91.608.2292	1.0	0.34657359027997275	2	6	1	1	1.0
ssj488.2615.9310	6.464285714285714	0.2001902660030199	6	43	1	1	1.0
ssj585.3014.10661	2.3125	1.2411123512753928	5	19	2	2	1.0
ssj1.1.8	2.8823529411764706	1.330954792501354	5	20	3	1	3.0
713.sl.131531	2.125	1.7311348474116202	7	27	2	2	1.0
ssj358.2070.7330	1.4	1.1613939001557827	3	7	1	1	1.0
1667.sl.132493	2.111111111111111	0.6979714771178611	5	12	2	1	2.0
ssj116.728.2739	2.1538461538461537	0.5152195260171013	6	16	3	2	1.5
ssj104.671.2550	2.789473684210526	1.5449788438656487	5	23	3	2	1.5
ssj15.65.265	1.9444444444444444	1.75316464988249	6	20	1	1	1.0
1019.sl.131838	2.0	0.0	3	6	1	1	1.0
ssj245.1595.5780	2.4285714285714284	1.5308377584748363	4	17	2	2	1.0
ssj116.740.2789	2.0	0.40546510810816444	5	12	2	1	2.0
679.sl.131497	2.2	1.3702866964038851	6	19	1	1	1.0
ssj131.827.3149	1.75	1.02941112723855	4	10	2	2	1.0
257.sl.131073	2.6470588235294117	1.416112600841661	5	23	3	1	3.0
ssj75.483.1809	2.5	1.365883363859763	6	22	3	2	1.5
ssj6.32.105	2.3333333333333335	0.5067272401639015	3	6	1	1	1.0
ssj239.1573.5696	2.2857142857142856	1.1859972721831067	5	17	2	2	1.0
ssj594.3051.10809	1.8	0.2169322913149312	3	7	1	1	1.0
368.sl.131184	3.0	1.6661022550876021	8	21	2	1	2.0
ssj303.1842.6515	1.5	0.49041462650586304	2	4	1	1	1.0
ssj142.953.3637	1.8	0.5635058815949039	6	12	1	1	1.0
ssj195.1318.4757	1.5454545454545454	1.3129357094753946	7	13	1	1	1.0
ssj301.1837.6490	4.454545454545454	0.05159620136690202	6	15	4	1	4.0
ssj193.1270.4599	3.272727272727273	0.5626301150755006	5	13	1	1	1.0
397.sl.131213	2.7142857142857144	1.2168795693105294	5	24	2	2	1.0
ssj425.2367.8322	2.3333333333333335	0.29799171605314895	3	6	2	2	1.0
ssj21.102.434	2.7222222222222223	1.1368845192935657	5	24	4	2	2.0
824.sl.131642	1.7	1.5936193699625092	5	12	1	1	1.0
ssj360.2080.7366	3.25	1.3062516534463542	5	28	4	3	1.3333333333333333
ssj370.2124.7555	2.9285714285714284	0.5915875179985528	5	18	3	2	1.5
ssj503.2669.9542	1.5714285714285714	0.867543541064572	5	9	1	1	1.0
1550.sl.132375	2.4285714285714284	1.328105204420754	5	25	2	1	2.0
ssj116.726.2724	1.5454545454545454	1.3129357094753946	6	13	2	1	2.0
ssj350.2041.7217	2.6315789473684212	1.7871101420522828	5	22	1	1	1.0
ssj382.2176.7726	3.1818181818181817	1.8046751100162228	4	26	3	1	3.0
ssj141.906.3473	2.875	1.649770351678206	4	21	3	1	3.0
ssj451.2476.8683	2.6666666666666665	0.08494951839769874	4	8	2	2	1.0
ssj294.1786.6343	2.55	1.2549199581666062	5	24	3	2	1.5
ssj142.951.3628	1.75	0.48010498290449527	5	11	1	1	1.0
ssj88.587.2210	1.75	0.13353139262452263	3	6	1	1	1.0
ssj94.620.2355	1.5	0.49041462650586304	2	4	1	1	1.0
1336.sl.132157	2.4210526315789473	0.9345906625405384	7	24	4	1	4.0
ssj534.2816.10030	3.0833333333333335	0.9211610182548262	4	14	3	2	1.5
ssj208.1396.5064	2.3846153846153846	1.3093165663211865	5	16	1	1	1.0
ssj85.561.2133	2.4545454545454546	1.5434593680872268	7	25	2	1	2.0
ssj243.1588.5755	3.1666666666666665	1.44379891550672	6	42	5	3	1.6666666666666667
1983.sl.132809	2.25	1.1246702892376166	5	10	1	1	1.0
1238.sl.132057	1.2857142857142858	1.2709467905808054	4	9	1	1	1.0
ssj220.1448.5244	2.1578947368421053	1.6760414765730096	7	21	3	2	1.5
ssj489.2621.9335	3.5238095238095237	0.8120247077150197	6	26	1	1	1.0
ssj226.1503.5468	3.0588235294117645	1.770795787086117	5	21	3	1	3.0
ssj214.1417.5153	1.3333333333333333	0.6081976621622466	3	5	1	1	1.0
ssj619.3197.11380	2.707317073170732	0.8608278987441275	11	48	9	6	1.5
ssj240.1579.5710	2.0	1.8747520379651856	6	19	1	1	1.0
ssj21.107.455	2.5625	1.2500299728724142	5	19	2	2	1.0
ssj107.682.2585	2.789473684210526	1.3422462898115664	5	23	3	3	1.0
ssj510.2706.9641	4.1923076923076925	1.2355176956429974	6	30	2	2	1.0
ssj6.35.170	2.6785714285714284	1.4855376079435458	7	34	6	4	1.5
836.sl.131654	2.8947368421052633	1.907191420294185	7	23	2	1	2.0
ssj320.1906.6807	3.9	0.33962213769547694	5	15	1	1	1.0
581.sl.131398	2.8823529411764706	1.253879452587725	7	21	1	1	1.0
ssj594.3051.10811	2.0555555555555554	1.2739458685340777	7	21	4	3	1.3333333333333333
ssj54.339.1384	3.7	0.882680497686762	4	26	2	2	1.0
ssj562.2920.10337	2.2142857142857144	1.217745970497687	5	17	2	2	1.0
ssj20.93.393	2.2	0.9121413304668073	4	13	2	1	2.0
ssj604.3108.11021	3.0344827586206895	1.5465620050291613	5	34	5	4	1.25
ssj2.2.10	2.3529411764705883	1.5338956364980443	7	20	2	1	2.0
ssj294.1791.6353	1.3333333333333333	0.6081976621622466	3	6	1	1	1.0
ssj188.1238.4508	3.5714285714285716	0.7986016873828788	3	10	1	1	1.0
347.sl.131163	3.7142857142857144	0.00734227584146049	5	10	1	1	1.0
ssj330.1972.7006	1.7777777777777777	0.8698217340445206	5	11	1	1	1.0
ssj451.2488.8742	1.5555555555555556	1.552659271003098	5	11	1	1	1.0
143.sl.130959	2.1176470588235294	1.6392561521558706	7	21	2	1	2.0
ssj144.965.3680	2.0	1.3195286648076292	3	11	2	1	2.0
184.sl.131000	2.1333333333333333	0.5963393988535886	7	20	3	1	3.0
ssj114.712.2667	2.5555555555555554	1.3116351965722024	7	21	2	1	2.0
ssj156.1065.3974	5.153846153846154	0.5386111514153665	5	33	4	2	2.0
ssj193.1282.4635	2.0	0.0	3	6	1	1	1.0
ssj419.2334.8227	2.4	0.6223973994230957	4	14	2	1	2.0
ssj383.2186.7763	2.875	1.4815342333675998	7	38	5	2	2.5
ssj540.2847.10117	3.1176470588235294	1.4308206490292252	8	38	5	4	1.25
ssj117.746.2805	2.357142857142857	1.155225613516353	4	16	2	2	1.0
ssj426.2370.8329	1.625	1.2473601356181625	4	10	1	1	1.0
ssj46.306.1248	2.0	1.0986122886681098	5	14	2	2	1.0
ssj491.2629.9368	1.75	1.3759847175185227	5	10	2	1	2.0
ssj236.1562.5645	2.857142857142857	1.165586274922979	5	17	3	1	3.0
450.sl.131266	3.1333333333333333	0.7612338442773114	4	21	2	1	2.0
1396.sl.132218	2.764705882352941	1.8162790864023737	7	21	2	1	2.0
ssj373.2141.7616	2.9130434782608696	0.4985487045027584	6	26	2	2	1.0
ssj277.1716.6098	2.92	1.6364665848220197	6	28	3	2	1.5
ssj418.2332.8222	2.2941176470588234	1.6848706586227873	6	19	1	1	1.0
1472.sl.132297	2.0	1.0845268501847616	4	9	1	1	1.0
ssj249.1602.5821	2.533333333333333	1.320368876540957	6	19	1	1	1.0
ssj570.2945.10467	2.5	0.22314355131420976	3	9	1	1	1.0
ssj220.1450.5252	2.9655172413793105	1.6952087373943128	7	33	2	1	2.0
ssj312.1877.6661	1.9	1.058744804658683	6	12	1	1	1.0
ssj141.901.3456	2.5	0.02041099726012762	3	8	1	1	1.0
ssj208.1396.5066	3.0	0.7934825282910208	4	14	3	2	1.5
ssj21.100.426	1.8	0.5635058815949039	3	7	1	1	1.0
ssj216.1437.5207	2.8181818181818183	0.16285570471240954	4	15	1	1	1.0
955.sl.131774	2.4285714285714284	1.5835180163037494	5	17	1	1	1.0
ssj465.2531.8993	1.5714285714285714	1.3256889070016495	4	9	1	1	1.0
ssj142.951.3632	1.0	0.5493061443340547	2	5	1	1	1.0
ssj360.2080.7364	2.5833333333333335	1.838893996876012	6	30	4	2	2.0
ssj201.1355.4895	2.4	0.9689709897030683	7	26	3	3	1.0
ssj448.2452.8581	3.0	1.0397207708399179	6	21	2	1	2.0
1047.sl.131866	1.3333333333333333	0.2616240718822739	3	5	1	1	1.0
ssj369.2111.7497	3.1666666666666665	0.7161552992032988	3	8	1	1	1.0
ssj129.814.3068	3.0476190476190474	1.880120062808683	6	23	1	1	1.0
ssj215.1429.5181	2.235294117647059	1.1615400006919931	6	24	3	3	1.0
ssj492.2630.9380	3.129032258064516	1.2694170087842818	10	40	6	4	1.5
ssj228.1522.5522	2.5161290322580645	1.8339927508780456	8	38	4	2	2.0
ssj80.525.1979	1.5	0.49041462650586304	2	4	1	1	1.0
ssj4.15.49	2.2222222222222223	1.2730596669779946	4	11	2	1	2.0
ssj600.3086.10929	2.3125	0.5479651707154474	6	20	3	2	1.5
ssj171.1169.4265	2.4	0.8251299534771779	3	14	2	2	1.0
ssj146.1012.3813	3.2941176470588234	0.224468325349175	5	21	3	3	1.0
791.sl.131609	2.25	1.61508491574348	5	19	2	1	2.0
ssj45.273.1094	2.736842105263158	0.8119883404482059	7	24	4	2	2.0
